[00:00:23] [Server thread/INFO]: Singularity7k issued server command: /locate
[00:02:50] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure #better_pyramid:ancient_city
[00:02:51] [Server thread/INFO]: Locating element #better_pyramid:ancient_city (minecraft:ancient_city) took 1232 ms
[00:02:57] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2048 ~ -1728
[00:02:58] [Paper Common Worker #0/WARN]: Found reference to unknown structure 'towns_and_towers:village_forest' in chunk [123, -117], discarding
[00:52:05] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 3, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:05] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 4, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:05] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [106, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -88]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -89]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -90]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 3, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 4, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:08] [Paper Common Worker #0/ERROR]: Recoverable errors when loading section [105, 5, -91]: (Unknown registry key in ResourceKey[minecraft:root / minecraft:worldgen/biome]: snc:village -> using default)
[00:52:45] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure better_pyramid:better_pyramid
[00:52:47] [Server thread/INFO]: Locating element better_pyramid:better_pyramid took 1606 ms
[00:53:09] [Server thread/INFO]: [Singularity7k: Set own game mode to Survival Mode]
[00:53:11] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[00:53:15] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[00:53:19] [Server thread/INFO]: Named entity Vindicator['Selio'/19136, uuid='1bca274f-81f6-e121-b186-115efcc4c469', l='ServerLevel[world]', x=1514.70, y=-280.31, z=-627.51, cpos=[94, -40], tl=51, v=true] died: Selio fell out of the world
[00:55:12] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure better_pyramid:better_pyramid
[00:55:12] [Server thread/INFO]: Locating element better_pyramid:better_pyramid took 0 ms
[00:55:15] [Server thread/INFO]: Singularity7k issued server command: /tp @s 10720 ~ 1856
[00:55:15] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:00:45] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:01:18] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:01:20] [Server thread/INFO]: Singularity7k issued server command: /tp @s 10720 ~ 1856
[01:01:41] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:03:19] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:03:57] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:badlands_pyramid
[01:04:02] [Server thread/INFO]: Locating element explorify:badlands_pyramid took 4870 ms
[01:04:02] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 4855ms or 97 ticks behind
[01:04:07] [Server thread/INFO]: Singularity7k issued server command: /tp @s 7168 ~ -1856
[01:04:27] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:05:09] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:05:34] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:05:36] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:06:08] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:06:13] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:06:26] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:06:42] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:black_spiral
[01:06:49] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:campsite
[01:06:49] [Server thread/INFO]: Locating element explorify:campsite took 58 ms
[01:06:51] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2768 ~ -1296
[01:06:52] [Paper Common Worker #0/WARN]: Empty or non-existent pool: structory:harvest/well_bottoms
[01:06:52] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:07:53] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:07:53] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:08:34] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:08:34] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:08:38] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:08:38] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:08:38] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:08:38] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:10:03] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:10:05] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:10:22] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:dark_forest_settlement
[01:10:23] [Server thread/INFO]: Locating element explorify:dark_forest_settlement took 958 ms
[01:10:39] [Server thread/INFO]: [Not Secure] [Server] sas
[01:11:04] [Server thread/INFO]: Singularity7k issued server command: /tp @s -320 ~ -512
[01:11:05] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:11:31] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-204, y=57, z=-81}
[01:11:31] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-205, y=57, z=-81}
[01:11:31] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-206, y=57, z=-81}
[01:11:31] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-207, y=57, z=-81}
[01:11:31] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-208, y=57, z=-81}
[01:12:50] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:12:53] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:13:01] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:desert_shrine
[01:13:07] [Server thread/INFO]: Locating element explorify:desert_shrine took 5486 ms
[01:13:07] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 5449ms or 108 ticks behind
[01:13:26] [Server thread/INFO]: Singularity7k issued server command: /tp @s 4448 ~ -5696
[01:13:28] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:14:26] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:14:26] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:14:26] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:14:29] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:14:35] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:14:35] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:14:35] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:14:35] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:14:37] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:14:37] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:14:37] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:14:37] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:14:40] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-33}
[01:14:40] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-325, y=59, z=-32}
[01:14:41] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-327, y=59, z=-34}
[01:14:41] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-326, y=59, z=-34}
[01:15:59] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:16:17] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:end_shipwreck
[01:16:28] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:farmstead
[01:16:29] [Server thread/INFO]: Locating element explorify:farmstead took 1130 ms
[01:16:32] [Server thread/INFO]: Singularity7k issued server command: /tp @s 4400 ~ 640
[01:17:46] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:17:49] [Server thread/WARN]: [net.minecraft.world.entity.EntityType] Serialization errors:
: Failed to decode value '[{base:0.0d,id:"porting_lib:step_height_addition"},{base:0.30000001192092896d,id:"minecraft:movement_speed"},{base:0.08d,id:"porting_lib:entity_gravity"}]' from field 'attributes': Unknown registry key in ResourceKey[minecraft:root / minecraft:attribute]: porting_lib:entity_gravity; Unknown registry key in ResourceKey[minecraft:root / minecraft:attribute]: porting_lib:step_height_addition
[01:18:07] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:tavern
[01:18:07] [Server thread/INFO]: Locating element explorify:tavern took 103 ms
[01:18:10] [Server thread/INFO]: Singularity7k issued server command: /tp @s 1248 ~ 624
[01:19:19] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:19:31] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure explorify:mausoleum
[01:19:32] [Server thread/INFO]: Locating element explorify:mausoleum took 34 ms
[01:19:34] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2768 ~ -544
[01:20:20] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:20:48] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure japanese:cherry_village
[01:20:48] [Server thread/INFO]: Locating element japanese:cherry_village took 64 ms
[01:20:50] [Server thread/INFO]: Singularity7k issued server command: /tp @s 2944 ~ 320
[01:22:13] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:22:38] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure luistercorp:cherry_fountain
[01:22:39] [Server thread/INFO]: Locating element luistercorp:cherry_fountain took 602 ms
[01:22:41] [Server thread/INFO]: Singularity7k issued server command: /tp @s -848 ~ -1408
[01:23:07] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-277, y=58, z=-61}
[01:23:07] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-281, y=58, z=-61}
[01:24:00] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-62, y=-58, z=46}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-50, y=-56, z=47}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-54, y=-58, z=46}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-48, y=-56, z=57}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-48, y=-56, z=49}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-50, y=-56, z=67}
[01:24:04] [Paper Common Worker #0/ERROR]: Block-attached entity at invalid position: BlockPos{x=-48, y=-56, z=65}
[01:24:08] [Server thread/INFO]: Singularity7k has reached the goal [Where the Blossom Flows]
[01:24:57] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:25:03] [Server thread/INFO]: Singularity7k issued server command: /time set day
[01:25:35] [Server thread/INFO]: Singularity7k issued server command: /execute in minecraft:overworld run tp Singularity7k 1549.5 67 -840.5
[01:25:43] [Server thread/INFO]: Singularity7k issued server command: /minecraft:locate structure luistercorp:cherry_monastery
[01:25:43] [Server thread/INFO]: Locating element luistercorp:cherry_monastery took 286 ms
[01:25:46] [Server thread/INFO]: Singularity7k issued server command: /tp @s -832 ~ -1616
[01:25:48] [Server thread/INFO]: [Singularity7k: Set own game mode to Spectator Mode]
[01:25:55] [Server thread/INFO]: Singularity7k has completed the challenge [Spiritual Retreat]
[01:26:03] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2515ms or 50 ticks behind
[01:26:04] [Server thread/INFO]: Villager Villager['Leatherworker'/30676, uuid='eb44d844-7999-4b4e-be61-6eb4a78257f9', l='ServerLevel[world]', x=-878.50, y=23.56, z=-1622.50, cpos=[-55, -102], tl=192, v=true] died, message: 'Leatherworker suffocated in a wall'
[01:26:10] [Server thread/INFO]: [Not Secure] [Server] dsjikfhfs
[01:26:20] [Server thread/INFO]: [Singularity7k: Set own game mode to Creative Mode]
[01:27:03] [Netty Epoll Server IO #3/WARN]: Failed to update secure chat state for Singularity7k: 'Chat disabled due to missing profile public key. Please try reconnecting.'
